Date,Open,High,Low,Close,Adj Close,Volume
2017-04-27,291.399994,291.899994,284.500000,285.799988,285.799988,13553616
2017-04-28,285.799988,286.500000,277.350006,278.000000,278.000000,12374841
2017-05-02,278.000000,281.299988,276.500000,279.200012,279.200012,7028028
2017-05-03,279.500000,279.500000,275.500000,277.250000,277.250000,6039290
2017-05-04,277.899994,282.200012,276.149994,281.200012,281.200012,7771540
2017-05-05,280.950012,280.950012,276.399994,277.149994,277.149994,4036786
2017-05-08,277.549988,278.500000,272.549988,272.950012,272.950012,10629552
2017-05-09,273.500000,276.649994,271.000000,271.500000,271.500000,6748832
2017-05-10,272.200012,275.700012,272.000000,273.950012,273.950012,4578228
2017-05-11,275.500000,279.149994,274.000000,276.649994,276.649994,9415397
2017-05-12,277.299988,277.299988,274.049988,274.950012,274.950012,4499390
2017-05-15,275.899994,278.899994,275.500000,277.950012,277.950012,5462855
2017-05-16,278.500000,284.299988,278.000000,283.450012,283.450012,11204308
2017-05-17,284.100006,284.399994,279.250000,281.649994,281.649994,8297700
2017-05-18,278.000000,281.049988,277.049988,277.899994,277.899994,7924261
2017-05-19,282.250000,295.649994,281.950012,286.200012,286.200012,35724128
2017-05-22,292.450012,304.799988,291.299988,303.600006,303.600006,35939315
2017-05-23,301.899994,303.899994,298.250000,300.149994,300.149994,19784738
2017-05-24,300.000000,301.950012,297.899994,299.899994,299.899994,9457848
2017-05-25,300.000000,304.700012,295.350006,300.049988,300.049988,22769975
2017-05-26,302.000000,313.799988,299.549988,309.100006,309.100006,21742457
