Date,Open,High,Low,Close,Adj Close,Volume
2017-04-27,325.149994,328.899994,321.149994,322.500000,322.500000,2983463
2017-04-28,324.799988,328.450012,321.600006,327.700012,327.700012,1808460
2017-05-02,327.700012,332.899994,326.649994,330.600006,330.600006,4233839
2017-05-03,330.600006,332.299988,323.899994,327.450012,327.450012,3271643
2017-05-04,328.799988,340.399994,328.700012,339.450012,339.450012,6728527
2017-05-05,null,null,null,null,null,null
2017-05-08,343.500000,346.700012,338.000000,340.500000,340.500000,2462230
2017-05-09,339.899994,349.399994,335.799988,347.500000,347.500000,3459067
2017-05-10,346.100006,353.000000,346.100006,351.899994,351.899994,3207734
2017-05-11,352.000000,362.549988,350.500000,360.049988,360.049988,4604066
2017-05-12,360.399994,360.399994,353.399994,357.950012,357.950012,2958586
2017-05-15,359.000000,359.750000,350.850006,356.200012,356.200012,1530781
2017-05-16,354.200012,358.149994,351.149994,354.500000,354.500000,1321254
2017-05-17,354.500000,354.799988,347.549988,348.549988,348.549988,1239867
2017-05-18,344.299988,359.549988,342.200012,347.899994,347.899994,3618961
2017-05-19,349.049988,352.500000,345.299988,349.450012,349.450012,1302961
2017-05-22,352.399994,357.399994,350.450012,354.450012,354.450012,2939697
2017-05-23,354.799988,355.600006,328.500000,331.649994,331.649994,6270500
2017-05-24,333.399994,342.950012,328.100006,339.649994,339.649994,8363216
2017-05-25,344.899994,346.250000,331.299988,340.750000,340.750000,5992900
2017-05-26,342.399994,351.000000,339.000000,348.000000,348.000000,2754435
