Date,Open,High,Low,Close,Adj Close,Volume
2013-07-23,290.000000,290.000000,275.500000,285.250000,285.250000,703001
2013-07-24,null,null,null,null,null,null
2013-07-25,null,null,null,null,null,null
2013-07-26,null,null,null,null,null,null
2013-07-29,null,null,null,null,null,null
2013-07-30,null,null,null,null,null,null
2013-07-31,null,null,null,null,null,null
2013-08-01,193.649994,213.949997,193.649994,204.649994,204.649994,1474002
2013-08-02,null,null,null,null,null,null
2013-08-05,212.000000,212.000000,199.000000,205.949997,205.949997,242571
2013-08-06,204.000000,204.000000,186.100006,198.550003,198.550003,395623
2013-08-07,198.000000,204.649994,190.750000,196.350006,196.350006,782070
2013-08-08,193.100006,198.899994,193.100006,195.100006,195.100006,882982
2013-08-12,203.500000,203.500000,191.000000,192.399994,192.399994,367325
2013-08-13,193.300003,197.000000,188.100006,191.199997,191.199997,929674
2013-08-14,190.199997,207.000000,188.000000,201.750000,201.750000,604375
2013-08-16,204.000000,204.000000,184.149994,189.100006,189.100006,469024
2013-08-19,182.199997,193.600006,182.199997,191.600006,191.600006,177591
2013-08-20,189.949997,192.699997,180.500000,189.949997,189.949997,725839
2013-08-21,191.000000,196.699997,186.300003,191.600006,191.600006,134334
2013-08-22,190.500000,196.000000,186.250000,193.149994,193.149994,186715
2013-08-23,196.899994,213.699997,192.250000,209.750000,209.750000,275549
2013-08-26,203.000000,212.899994,201.199997,203.699997,203.699997,209082
2013-08-27,204.000000,204.000000,186.300003,192.300003,192.300003,513030
2013-08-28,190.850006,190.850006,177.149994,186.050003,186.050003,578741
2013-08-29,187.000000,197.000000,177.000000,193.899994,193.899994,540903
2013-08-30,190.000000,204.899994,183.199997,197.050003,197.050003,851574
2013-09-02,197.000000,201.149994,190.449997,192.800003,192.800003,147231
2013-09-03,193.500000,200.800003,183.000000,189.250000,189.250000,453528
2013-09-04,188.300003,193.500000,184.050003,189.949997,189.949997,90070
2013-09-05,197.949997,204.699997,191.000000,203.199997,203.199997,213263
2013-09-06,201.699997,211.899994,200.500000,209.350006,209.350006,149259
2013-09-10,204.550003,218.850006,204.550003,211.149994,211.149994,227146
2013-09-11,216.500000,216.500000,210.250000,212.899994,212.899994,91692
2013-09-12,217.000000,217.000000,205.300003,207.050003,207.050003,102150
2013-09-13,207.800003,210.949997,200.399994,209.350006,209.350006,155509
2013-09-16,211.000000,212.050003,203.100006,210.750000,210.750000,119883
2013-09-17,204.250000,210.000000,204.250000,208.199997,208.199997,31773
2013-09-18,209.750000,210.850006,200.250000,203.550003,203.550003,143043
